Participant,Task,Fixation Count,Total Fixation Duration [ms],Average Fixation Duration [ms]
P322,4,145,86921.14,599.4561379310345
P327,4,403,221369.08000000002,549.3029280397022
P340,4,113,58812.799999999996,520.4672566371681
P370,4,301,205089.90000000002,681.3617940199337
P372,4,360,236758.79,657.6633055555556
P376,4,379,156721.77,413.5139050131926
P379,4,229,125689.58,548.8627947598253
P382,4,427,188496.54,441.443887587822
P393,4,150,71362.61,475.75073333333336
P431,4,696,323997.5,465.5136494252874
P435,4,189,103677.97,548.5606878306878
P442,4,262,128698.0,491.21374045801525
P459,4,423,177046.2,418.5489361702128
P490,4,116,128909.67000000001,1111.2902586206897
P523,4,263,130634.77,496.71015209125477
P539,4,361,168815.92,467.63412742382275
P548,4,227,117181.76,516.2192070484581
P561,4,389,215074.1,552.8897172236505
P604,4,194,122948.86,633.7570103092784
P606,4,285,172098.27000000002,603.8535789473685
P620,4,331,166976.57,504.46093655589124
P623,4,153,92769.84,606.3388235294118
P627,4,184,107719.54,585.4322826086956
P637,4,405,176139.95,434.91345679012346
P641,4,84,42186.88999999999,502.2248809523809
P709,4,146,68883.12,471.8021917808219
P718,4,355,165957.79,467.48673239436624
P722,4,173,83716.54999999999,483.9106936416184
P742,4,176,70131.34999999999,398.47357954545447
P745,4,448,219440.8,489.82321428571424
P763,4,285,136797.55,479.9914035087719
P783,4,631,306121.49,485.1370681458003
P785,4,235,115570.30999999998,491.7885531914893
